Entry Date,ID,Exit Date,Pages Viewed,Conversion
2015-01-05 09:46:37,4130131587091472384,n/a,9,No
2015-01-05 09:47:44,7311831573466795008,2015-01-05 09:58:11,11,Yes
2015-01-05 09:49:10,4813043369478568960,2015-01-05 09:49:17,1,No
2015-01-05 09:48:45,4759805666443202560,2015-01-05 09:49:16,1,No
2015-01-05 09:50:09,3907120241708475392,2015-01-05 09:50:23,1,No
2015-01-05 09:51:02,4639368422531452928,2015-01-05 09:54:16,6,No
2015-01-05 09:50:23,9121364004727631872,2015-01-05 09:54:59,9,Yes
2015-01-05 09:50:54,8077696098110658560,2015-01-05 09:52:46,5,No
2015-01-05 09:51:08,2307716342904233984,2015-01-05 10:04:20,18,Yes
2015-01-05 09:51:01,3750081687842546688,2015-01-05 09:51:05,1,No
2015-01-05 09:51:26,7422787549451505664,2015-01-05 09:52:40,9,No
2015-01-05 09:51:39,1312373357674467328,n/a,6,No
2015-01-05 09:51:56,5731543150519176192,2015-01-05 09:53:06,5,No
2015-01-05 09:52:35,3274545777725420544,2015-01-05 10:06:34,2,No
2015-01-05 09:53:16,662076551135265792,2015-01-05 09:55:07,9,No
2015-01-05 09:53:56,2983458522808253440,2015-01-05 09:53:56,1,No
2015-01-05 09:53:50,7565209556452199424,2015-01-05 09:53:51,1,No
2015-01-05 09:54:09,7000917274242018304,2015-01-05 09:54:14,1,No
2015-01-05 09:54:18,3877580404150449152,2015-01-05 09:56:21,4,No
2015-01-05 09:54:12,6064718049059505152,2015-01-05 09:56:43,5,No
2015-01-05 09:55:56,6171121734135628800,2015-01-05 10:01:56,18,Yes
2015-01-05 09:55:55,535012789063667712,2015-01-05 09:57:22,4,No
2015-01-05 09:56:42,1231490373035882496,2015-01-05 10:02:31,2,No
2015-01-05 09:56:28,9166392412841157632,2015-01-05 10:04:18,3,No
2015-01-05 09:56:38,8069193678337983488,2015-01-05 09:58:06,2,No
2015-01-05 09:57:23,1321792155998598144,2015-01-05 09:57:32,1,No
2015-01-05 09:57:56,3288507431082742784,2015-01-05 10:00:28,10,No
2015-01-05 09:57:56,4778776106694505472,2015-01-05 10:00:33,4,Yes
2015-01-05 09:58:28,6195275926169330688,2015-01-05 10:02:23,4,No
2015-01-05 09:58:42,8689293690336752640,2015-01-05 10:02:18,1,No
2015-01-05 09:59:01,983634651697765376,2015-01-05 10:06:35,6,No
2015-01-05 09:59:15,4158191010058244096,2015-01-05 09:59:25,1,No
2015-01-05 10:01:02,1917968607231273984,2015-01-05 10:08:33,8,No
2015-01-05 10:01:10,5637633008665309184,2015-01-05 10:03:56,8,No
2015-01-05 10:01:10,3695069182776768512,2015-01-05 10:02:49,10,No
2015-01-05 10:02:12,2233691010443324416,2015-01-05 10:10:14,1,No
2015-01-05 10:02:30,1611879335817479168,2015-01-05 10:05:05,9,No
2015-01-05 10:02:47,8404886153424619520,2015-01-05 10:02:50,1,No
2015-01-05 10:04:55,6385084469827385344,2015-01-05 10:05:04,1,No
2015-01-05 10:05:12,8398308552405380096,2015-01-05 10:06:32,4,No
2015-01-05 10:05:15,6930094926538386432,2015-01-05 10:05:31,1,No
2015-01-05 10:07:04,254074785556544512,2015-01-05 10:08:59,13,Yes
2015-01-05 10:07:57,7897092139114542080,n/a,1,No
2015-01-05 10:08:53,4159960419039627264,2015-01-05 10:09:07,1,No
2015-01-05 10:10:17,9104972699385717760,2015-01-05 10:10:26,1,No
2015-01-05 10:09:06,1929267833481532416,n/a,1,No
2015-01-05 10:09:29,6580569138041027584,2015-01-05 10:12:30,4,No
2015-01-05 10:10:19,5425200910282087424,2015-01-05 10:13:41,8,No
2015-01-05 10:10:44,341385236214266880,2015-01-05 10:18:34,3,No
2015-01-05 10:10:53,7137830718158722048,2015-01-05 10:10:55,1,No
2015-01-05 10:11:09,6825366113098722304,2015-01-05 10:11:12,1,No
2015-01-05 10:12:04,7968619093125821440,2015-01-05 10:12:15,1,No
2015-01-05 10:11:39,2919074523533221888,2015-01-05 10:12:42,5,No
2015-01-05 10:12:28,2037371907626852352,n/a,1,No
2015-01-05 10:13:00,2754072473973896192,2015-01-05 10:21:21,20,Yes
2015-01-05 10:12:39,4707332363578417152,n/a,5,No
2015-01-05 10:13:49,1174694640880991232,2015-01-05 10:13:54,1,No
2015-01-05 10:13:30,5117315623329018880,2015-01-05 10:17:04,4,No
2015-01-05 10:13:37,6723492223169776640,2015-01-05 10:14:37,6,No
2015-01-05 10:16:10,7957668245802571776,2015-01-05 10:19:55,6,No
2015-01-05 10:16:11,7246329841166381056,2015-01-05 10:16:30,1,No
2015-01-05 10:16:36,5867976117043283968,2015-01-05 10:19:43,3,No
2015-01-05 10:17:35,6241708874980719616,2015-01-05 10:17:39,1,No
2015-01-05 10:17:42,7084121529967684608,2015-01-05 10:17:45,1,No
2015-01-05 10:19:32,3864464046918472704,2015-01-05 10:19:53,1,No
2015-01-05 10:20:12,3567888444599601152,2015-01-05 10:20:13,1,No
2015-01-05 10:20:44,3748529923115346944,2015-01-05 10:23:11,5,No
2015-01-05 10:21:35,4814038657750806528,2015-01-05 10:23:06,9,No
2015-01-05 10:22:18,5634586340675212288,2015-01-05 10:23:26,10,No
2015-01-05 10:22:46,8922339141467274240,2015-01-05 10:22:53,1,No
2015-01-05 10:24:19,1255754847231367168,2015-01-05 10:25:00,1,No
2015-01-05 10:24:06,4722339669249616896,2015-01-05 10:25:06,6,No
2015-01-05 10:26:03,6719080440017063936,2015-01-05 10:26:08,1,No
2015-01-05 10:26:54,8164824642471202816,2015-01-05 10:27:36,1,No
2015-01-05 10:26:48,8817673755088397312,2015-01-05 10:29:22,7,No
2015-01-05 10:29:35,2257123383161883648,2015-01-05 10:31:10,4,No
2015-01-05 10:28:30,6870859169274253312,n/a,7,No
2015-01-05 10:30:05,7340303618890746880,2015-01-05 10:41:00,7,No
2015-01-05 10:30:09,2635163042418927616,2015-01-05 10:32:28,10,No
2015-01-05 10:30:34,5847521307539608576,2015-01-05 10:31:40,8,No
2015-01-05 10:30:15,5088462264305008640,2015-01-05 10:31:39,4,No
2015-01-05 10:31:11,2979262506006889472,n/a,1,No
2015-01-05 10:34:40,6245572342073145344,2015-01-05 10:38:06,5,No
2015-01-05 10:35:22,3444053411883000832,2015-01-05 10:36:52,3,No
2015-01-05 10:35:36,8186798452216172544,2015-01-05 10:37:14,7,No
2015-01-05 10:36:00,1809250482715464704,2015-01-05 10:38:20,5,No
2015-01-05 10:37:01,4434185919402458112,2015-01-05 10:38:39,5,No
2015-01-05 10:37:20,979723270327791616,2015-01-05 10:40:55,7,Yes
2015-01-05 10:38:17,6780490788724824064,2015-01-05 10:39:30,3,No
2015-01-05 10:38:14,2012406392525232128,2015-01-05 10:38:25,1,No
2015-01-05 10:38:42,8235037077544353792,2015-01-05 10:39:50,12,Yes
2015-01-05 10:40:25,6221591099935360000,2015-01-05 10:47:22,7,No
2015-01-05 10:40:08,1046724293873876992,2015-01-05 10:40:18,1,No
2015-01-05 10:41:08,1539935325133132800,2015-01-05 10:41:24,1,No
2015-01-05 10:40:44,3965459766295905280,n/a,10,No
2015-01-05 10:41:18,7493469452957797376,2015-01-05 10:43:14,15,Yes
2015-01-05 10:41:39,6588649192710158336,2015-01-05 10:44:19,7,No
2015-01-05 10:42:24,2681610230238359552,2015-01-05 10:44:00,10,No
2015-01-05 10:41:47,170172973694882816,2015-01-05 10:42:20,1,No
2015-01-05 10:42:29,1112355412941827072,2015-01-05 10:42:53,1,No
2015-01-05 10:42:44,7076600156367888384,2015-01-05 10:45:16,13,Yes
2015-01-05 10:43:36,3607575354472899584,2015-01-05 10:45:18,6,No
2015-01-05 10:44:04,2792044767524221952,2015-01-05 10:47:48,7,No
2015-01-05 10:45:07,1311005417037021184,2015-01-05 10:47:37,8,No
2015-01-05 10:46:18,1994142745171004416,2015-01-05 10:47:21,5,No
2015-01-05 10:47:19,896168959538752512,2015-01-05 10:50:04,6,No
2015-01-05 10:47:36,6806177343612855296,2015-01-05 10:48:48,10,No
2015-01-05 10:48:05,733235269594365952,2015-01-05 10:48:05,1,No
2015-01-05 10:48:01,4412679438841380864,n/a,9,No
2015-01-05 10:48:59,2618414917675963392,n/a,10,No
2015-01-05 10:48:59,5250224421974102016,2015-01-05 10:55:51,1,No
2015-01-05 10:51:13,973889098970132480,2015-01-05 10:51:13,1,No
2015-01-05 10:50:46,9032730402736399360,2015-01-05 10:56:24,10,No
2015-01-05 10:51:55,2581988068227293184,2015-01-05 10:59:47,10,No
2015-01-05 10:51:20,3030169208931229696,2015-01-05 10:53:03,1,No
2015-01-05 10:51:50,4540945198280672256,2015-01-05 10:54:30,1,No
2015-01-05 10:52:05,6566033901240349696,2015-01-05 10:52:36,1,No
2015-01-05 10:52:37,8333016852630516736,2015-01-05 10:53:04,1,No
2015-01-05 10:52:34,8133752660454960128,2015-01-05 10:54:21,2,No
2015-01-05 10:53:13,8887722710168465408,n/a,4,Yes
2015-01-05 10:55:01,7239523527928214528,2015-01-05 10:56:51,5,No
2015-01-05 10:55:20,8025907490524700672,2015-01-05 10:55:38,1,No
2015-01-05 10:57:10,6644067394863832064,2015-01-05 10:57:13,1,No
2015-01-05 10:58:06,6505134963175940096,2015-01-05 10:59:39,8,No
2015-01-05 10:57:47,2472150429546010624,2015-01-05 10:57:49,1,No
2015-01-05 10:58:24,897645443303717888,2015-01-05 11:02:06,9,No
2015-01-05 10:59:16,558479055473294336,2015-01-05 11:00:32,2,No
2015-01-05 10:59:30,2962264996968633344,2015-01-05 11:01:08,4,No
2015-01-05 10:59:38,957131562660757504,2015-01-05 11:01:28,8,No
2015-01-05 10:59:49,8960411430734295040,2015-01-05 11:00:03,1,No
2015-01-05 11:01:11,4863263303916821504,2015-01-05 11:06:19,10,No
2015-01-05 11:01:11,7295431853380101120,2015-01-05 11:02:30,9,No
2015-01-05 11:02:45,768037711709869056,2015-01-05 11:03:58,10,No
2015-01-05 11:03:14,4863572592136124416,2015-01-05 11:05:19,4,No
2015-01-05 11:03:12,7794386931258609664,n/a,1,No
2015-01-05 11:03:38,1364041210017373184,2015-01-05 11:04:08,1,No
2015-01-05 11:04:21,6980803074868264960,2015-01-05 11:05:51,7,No
2015-01-05 11:04:39,1181463563921070080,2015-01-05 11:07:07,5,No
2015-01-05 11:05:53,8706683127221709824,2015-01-05 11:06:09,1,No
2015-01-05 11:06:37,1382768150630879232,2015-01-05 11:20:21,15,Yes
2015-01-05 11:07:10,271898533901839360,2015-01-05 11:13:10,8,No
2015-01-05 11:07:14,5775309801345939456,2015-01-05 11:13:36,2,No
2015-01-05 11:07:22,1351532430512774144,2015-01-05 11:08:59,5,No
2015-01-05 11:07:35,8775166246292273152,2015-01-05 11:07:35,1,No
2015-01-05 11:08:19,7475578706710290432,2015-01-05 11:08:24,1,No
2015-01-05 11:08:43,5731221722282188800,2015-01-05 11:27:07,3,Yes
2015-01-05 11:09:03,6246115064061805568,2015-01-05 11:10:09,4,No
2015-01-05 11:09:08,4922395509446262784,2015-01-05 11:11:10,6,No
2015-01-05 11:10:02,2603992862484851712,2015-01-05 11:10:09,1,No
2015-01-05 11:10:22,8209053332068353024,2015-01-05 11:11:52,7,No
2015-01-05 11:12:02,6716785932299676672,2015-01-05 11:12:07,1,No
2015-01-05 11:12:45,3903632995504823296,2015-01-05 11:13:48,1,No
2015-01-05 11:13:52,4148188666138589184,n/a,1,No
2015-01-05 11:13:01,586753413575812096,2015-01-05 11:15:57,3,No
2015-01-05 11:14:26,883197117574091776,2015-01-05 11:17:03,9,No
2015-01-05 11:15:05,2073661510269511680,2015-01-05 11:16:16,3,No
2015-01-05 11:16:38,7577807420808788992,2015-01-05 11:17:50,6,No
2015-01-05 11:18:00,4400406485389626368,2015-01-05 11:20:25,4,No
2015-01-05 11:17:39,8446924748365469696,2015-01-05 11:20:11,1,No
2015-01-05 11:18:10,6537956309632178176,2015-01-05 11:19:45,5,No
2015-01-05 11:19:45,5734090791477085184,n/a,1,No
2015-01-05 11:18:32,4539751651164210176,2015-01-05 11:21:02,9,No
2015-01-05 11:19:03,436970618067735552,2015-01-05 11:20:12,9,No
2015-01-05 11:20:00,7216439609735773184,2015-01-05 11:21:09,7,No
2015-01-05 11:19:59,6255370754208109568,2015-01-05 11:23:19,6,No
2015-01-05 11:22:29,1019573128493042688,2015-01-05 11:22:29,1,No
2015-01-05 11:22:48,4033828776375159808,2015-01-05 11:23:01,1,No
2015-01-05 11:25:36,4387578777505605632,2015-01-05 11:34:10,4,No
2015-01-05 11:27:25,3428233391020863488,2015-01-05 11:31:29,1,No
2015-01-05 11:25:50,7982407756815243264,2015-01-05 11:28:49,4,No
2015-01-05 11:27:35,1821341804129516544,n/a,3,No
2015-01-05 11:28:02,5268057250397194240,2015-01-05 11:30:10,7,No
2015-01-05 11:28:24,3575290824543013888,2015-01-05 11:28:29,1,No
2015-01-05 11:29:05,4070790466324813824,2015-01-05 11:36:15,9,No
2015-01-05 11:29:05,1326493944753492992,2015-01-05 11:30:29,3,No
2015-01-05 11:29:49,2108118117385925632,2015-01-05 11:34:06,16,Yes
2015-01-05 11:30:34,8277585686062625792,n/a,1,No
2015-01-05 11:30:04,5025653643773260800,2015-01-05 11:30:08,1,No
2015-01-05 11:31:37,6641158396446220288,2015-01-05 11:33:09,9,No
2015-01-05 11:31:27,8634252309036293120,2015-01-05 11:40:43,4,No
2015-01-05 11:31:40,8373965380650514432,2015-01-05 11:31:49,1,No
2015-01-05 11:31:41,4184295793547079680,2015-01-05 11:32:14,1,No
2015-01-05 11:31:48,5131869566901645312,2015-01-05 11:31:52,1,No
2015-01-05 11:36:06,6070792793681567744,2015-01-05 11:36:07,1,No
2015-01-05 11:36:21,578120830890501120,2015-01-05 11:37:44,10,No
2015-01-05 11:37:21,7169059653098046464,n/a,6,No
2015-01-05 11:38:03,6689300057198242816,2015-01-05 11:39:19,8,No
2015-01-05 11:37:49,5310383439965892608,2015-01-05 11:38:59,1,No
2015-01-05 11:39:44,8175918999432934400,2015-01-05 11:41:27,3,No
2015-01-05 11:40:02,1296614444872736768,2015-01-05 11:42:08,8,No
2015-01-05 11:40:08,6643692254297363456,2015-01-05 11:42:39,5,No
2015-01-05 11:40:43,4927452375135934464,2015-01-05 11:41:54,9,No
2015-01-05 11:41:34,8797131328714439680,n/a,1,No
2015-01-05 11:42:02,1350083714742473728,2015-01-05 11:42:13,1,No
2015-01-05 11:42:14,7212796679995857920,2015-01-05 11:49:16,1,No
2015-01-05 11:41:58,5755205467437364224,2015-01-05 11:45:16,2,No
2015-01-05 11:44:06,3110852997733629952,n/a,1,No
2015-01-05 11:45:50,8185163852211992576,2015-01-05 11:48:48,4,No
2015-01-05 11:46:55,4103179651028199424,2015-01-05 11:48:54,9,No
2015-01-05 11:48:02,2887395065236277248,2015-01-05 11:50:08,10,No
2015-01-05 11:49:09,3357846438996033536,2015-01-05 11:50:13,10,No
2015-01-05 11:49:09,117713423573562368,2015-01-05 11:51:28,10,No
2015-01-05 11:49:39,4694549808387154944,2015-01-05 11:51:26,2,No
2015-01-05 11:50:06,7373928049978508288,2015-01-05 11:52:56,5,No
2015-01-05 11:50:47,3410532818395873280,2015-01-05 11:50:49,1,No
2015-01-05 11:52:05,5877833881137534976,2015-01-05 11:52:08,1,No
2015-01-05 11:52:50,5023667895769061376,n/a,8,No
2015-01-05 11:55:07,3395269908846750720,2015-01-05 11:56:13,3,No
2015-01-05 11:56:25,1869773592816149504,2015-01-05 11:57:34,1,No
2015-01-05 11:55:29,2376483205619657728,2015-01-05 11:55:29,1,No
2015-01-05 11:56:04,9010678236882913280,2015-01-05 11:58:17,2,No
2015-01-05 11:56:17,4791371854790052864,2015-01-05 11:58:55,8,No
2015-01-05 11:57:00,9191430154764749824,2015-01-05 11:59:21,3,No
2015-01-05 11:56:36,2799522343576700928,2015-01-05 11:58:47,12,Yes
2015-01-05 11:56:54,2747620206099881984,2015-01-05 12:02:52,8,No
2015-01-05 11:56:55,5405631035548959744,n/a,1,No
2015-01-05 11:56:48,8052149182358674432,2015-01-05 11:59:50,10,Yes
2015-01-05 11:56:52,8309515541486109696,2015-01-05 11:58:12,9,No
2015-01-05 11:57:31,6465846291490115584,2015-01-05 11:57:38,1,No
2015-01-05 11:57:39,905426320444382208,2015-01-05 11:58:56,8,No
2015-01-05 11:58:24,8711415765123930112,2015-01-05 12:01:53,9,No
2015-01-05 11:58:32,6143095646168958976,2015-01-05 12:00:23,9,No
2015-01-05 12:01:30,3406280192969356288,2015-01-05 12:01:32,1,No
2015-01-05 12:02:05,4230981898522273792,2015-01-05 12:02:22,1,No
2015-01-05 12:03:39,3010668879660175360,2015-01-05 12:08:04,6,No
2015-01-05 12:03:14,8089804994488545280,n/a,5,No
2015-01-05 12:04:19,4248119513901012992,2015-01-05 12:05:46,7,No
2015-01-05 12:04:35,2348520745827076096,2015-01-05 12:18:35,8,Yes
2015-01-05 12:05:35,4355792405830821888,2015-01-05 12:05:46,1,No
2015-01-05 12:05:06,6064553265226987520,n/a,1,No
2015-01-05 12:04:56,3070561596624844800,n/a,1,No
2015-01-05 12:05:17,3288404703260798976,2015-01-05 12:09:48,19,Yes
2015-01-05 12:05:45,1042960212449685504,2015-01-05 12:05:52,1,No
2015-01-05 12:07:21,8819197960798036992,2015-01-05 12:08:44,6,No
2015-01-05 12:11:27,6235419328921423872,2015-01-05 12:15:30,3,No
2015-01-05 12:10:40,3699675720411521024,2015-01-05 12:10:45,1,No
2015-01-05 12:11:50,651425750720620544,2015-01-05 12:12:19,1,No
2015-01-05 12:11:07,3444040311417862144,2015-01-05 12:14:20,10,No
2015-01-05 12:11:17,1318145689726729216,2015-01-05 12:13:24,4,No
2015-01-05 12:12:59,6529388608871328768,2015-01-05 12:19:06,1,No
2015-01-05 12:14:36,312002979243506688,2015-01-05 12:14:44,1,No
2015-01-05 12:15:45,5148100495317411840,2015-01-05 12:18:01,10,No
2015-01-05 12:16:34,2498590691225450496,2015-01-05 12:18:19,10,No
2015-01-05 12:17:05,3930631353225468928,2015-01-05 12:18:13,5,No
2015-01-05 12:17:53,8570950320761181184,2015-01-05 12:18:15,1,No
2015-01-05 12:19:11,8007705047983316992,n/a,1,No
2015-01-05 12:19:56,7283429620296491008,2015-01-05 12:20:00,1,No
2015-01-05 12:19:42,2573283883253399552,2015-01-05 12:30:50,4,No
2015-01-05 12:21:07,1942477629044823040,2015-01-05 12:28:13,9,Yes
2015-01-05 12:21:21,1672167104744422400,2015-01-05 12:23:38,4,No
2015-01-05 12:21:59,8642441094896879616,2015-01-05 12:24:01,3,No
2015-01-05 12:21:36,2148591040513328128,2015-01-05 12:24:10,4,No
2015-01-05 12:22:46,4303008522983179264,2015-01-05 12:40:19,7,Yes
2015-01-05 12:22:56,8911192272926893056,2015-01-05 12:26:44,19,Yes
2015-01-05 12:23:32,8903488834519162880,n/a,9,No
2015-01-05 12:24:06,5541923446969354240,2015-01-05 12:29:24,2,No
2015-01-05 12:25:16,7606943706450579456,2015-01-05 12:25:20,1,No
2015-01-05 12:25:21,3377663588806112256,n/a,1,No
2015-01-05 12:26:28,1028093897155807232,2015-01-05 12:28:56,9,No
2015-01-05 12:26:53,332948406622180352,2015-01-05 12:26:59,1,No
2015-01-05 12:27:42,3299750088343371776,2015-01-05 12:29:00,7,No
2015-01-05 12:29:47,4514979691965063168,2015-01-05 12:29:52,1,No
2015-01-05 12:30:55,7854231993489502208,2015-01-05 12:34:04,3,No
2015-01-05 12:30:10,6185044548669242368,2015-01-05 12:36:19,2,No
2015-01-05 12:30:42,223419188441891840,2015-01-05 12:34:19,1,No
2015-01-05 12:30:41,6239641566601427968,2015-01-05 12:31:57,2,No
2015-01-05 12:31:36,6344485536749248512,2015-01-05 12:31:44,1,No
2015-01-05 12:32:05,1124872340182835200,2015-01-05 12:33:46,9,No
2015-01-05 12:32:34,1575614714846865408,2015-01-05 12:39:18,5,Yes
2015-01-05 12:33:50,8562409040351706112,2015-01-05 12:48:49,7,Yes
2015-01-05 12:35:27,3283929523592396800,2015-01-05 12:39:19,7,No
2015-01-05 12:35:09,993446822689842176,2015-01-05 12:37:39,5,No
2015-01-05 12:35:39,8806887326069296128,2015-01-05 12:39:34,5,No
2015-01-05 12:35:31,8653534326851512320,2015-01-05 12:38:12,2,No
2015-01-05 12:35:49,6338808957194487808,2015-01-05 12:42:17,10,No
2015-01-05 12:36:16,6747422265075219456,2015-01-05 12:40:19,4,No
2015-01-05 12:37:22,3322363227267984384,2015-01-05 12:37:25,1,No
2015-01-05 12:37:36,7687809488446820352,2015-01-05 12:37:46,1,No
2015-01-05 12:37:52,7729191665849140224,2015-01-05 12:37:59,1,No
2015-01-05 12:38:08,8323430305080619008,2015-01-05 12:40:48,2,No
2015-01-05 12:39:59,6040875818852788224,n/a,6,No
2015-01-05 12:40:33,4173691671664434176,2015-01-05 12:42:50,10,No
2015-01-05 12:40:37,1484985415399927808,2015-01-05 12:40:45,1,No
2015-01-05 12:40:40,7536035767649524736,n/a,1,No
2015-01-05 12:40:49,6340995638133644288,2015-01-05 12:43:24,3,No
2015-01-05 12:41:18,3112728713980992512,n/a,4,No
2015-01-05 12:41:09,2257521742196598784,2015-01-05 12:41:18,1,No
2015-01-05 12:42:53,3938720000004182016,2015-01-05 12:45:34,6,No
2015-01-05 12:42:54,3687254448066805760,2015-01-05 12:45:36,4,No
2015-01-05 12:43:51,3760872205630281728,2015-01-05 12:46:53,6,No
2015-01-05 12:44:13,4322918057860954112,2015-01-05 12:46:15,5,No
2015-01-05 12:44:33,6899407655252825088,2015-01-05 12:47:10,2,No
2015-01-05 12:45:14,1250512286591627264,2015-01-05 12:46:52,10,No
2015-01-05 12:46:27,5203936244086868992,2015-01-05 12:48:23,3,No
2015-01-05 12:46:29,3963627314995619840,2015-01-05 12:53:08,4,No
2015-01-05 12:47:38,2776761228501889024,2015-01-05 12:47:46,1,No
2015-01-05 12:49:07,7067265334160192512,2015-01-05 12:51:13,10,No
2015-01-05 12:49:03,5870877395114752000,2015-01-05 12:50:35,20,Yes
2015-01-05 12:49:37,711893323317980160,2015-01-05 12:51:57,10,No
2015-01-05 12:49:57,540039243462144000,2015-01-05 12:49:58,1,No
2015-01-05 12:51:18,2215395633869469696,2015-01-05 12:52:21,5,No
2015-01-05 12:51:36,2138668770410729472,2015-01-05 12:51:40,1,No
2015-01-05 12:51:37,4489222465169640448,2015-01-05 12:54:36,10,No
2015-01-05 12:51:55,5479072439612270592,2015-01-05 12:55:25,2,No
2015-01-05 12:52:09,7925728638978119680,n/a,1,No
2015-01-05 12:52:40,5010188670178062336,2015-01-05 12:56:00,7,No
2015-01-05 12:54:45,2723403262780254208,2015-01-05 12:55:57,17,Yes
2015-01-05 12:57:31,5723181675413608448,2015-01-05 12:59:48,2,No
2015-01-05 12:57:35,8961527889945864192,2015-01-05 13:01:22,2,No
2015-01-05 12:57:59,2262996704347363328,2015-01-05 12:58:09,1,No
2015-01-05 12:58:30,6645101890546581504,2015-01-05 13:00:18,2,No
2015-01-05 12:58:03,6658425230510957568,2015-01-05 12:59:32,9,No
2015-01-05 12:58:06,547880351838644224,2015-01-05 13:00:30,7,No
2015-01-05 12:58:08,1547457835078266880,2015-01-05 12:58:22,1,No
2015-01-05 12:58:47,6592525975569314816,2015-01-05 12:58:51,1,No
2015-01-05 12:58:55,3472665065362710528,2015-01-05 13:00:05,1,No
2015-01-05 12:59:10,6891886101176991744,2015-01-05 12:59:13,1,No
2015-01-05 13:00:01,1944286952833817600,2015-01-05 13:00:01,1,No
2015-01-05 13:00:42,1214112269107871744,2015-01-05 13:04:52,7,No
2015-01-05 13:01:01,4465862870235089920,2015-01-05 13:03:27,9,No
2015-01-05 13:02:23,647009247082995712,2015-01-05 13:02:30,1,No
2015-01-05 13:02:02,8876955593943092224,2015-01-05 13:03:15,2,No
2015-01-05 13:02:18,2146935747949932544,2015-01-05 13:02:23,1,No
2015-01-05 13:02:56,7160467318412033024,2015-01-05 13:03:02,1,No
2015-01-05 13:03:27,4914144793854853120,2015-01-05 13:08:22,5,No
2015-01-05 13:03:42,9034094850544962560,2015-01-05 13:06:55,10,No
2015-01-05 13:04:20,8028882424000985088,2015-01-05 13:04:26,1,No
2015-01-05 13:06:40,4133246643256146944,2015-01-05 13:06:56,1,No
2015-01-05 13:06:29,7020780247305908224,2015-01-05 13:11:43,19,Yes
2015-01-05 13:06:52,5798061215112015872,2015-01-05 13:09:42,1,No
2015-01-05 13:08:04,105005849664450560,2015-01-05 13:09:36,1,No
2015-01-05 13:08:36,5966042355700774912,2015-01-05 13:09:51,6,No
2015-01-05 13:09:22,6093037686537699328,2015-01-05 13:09:24,1,No
2015-01-05 13:11:00,7835643211562918912,2015-01-05 13:15:54,3,Yes
2015-01-05 13:12:04,601928765513862144,n/a,6,No
2015-01-05 13:13:12,4941114836310232064,2015-01-05 13:17:22,9,No
2015-01-05 13:13:28,8705365004924509184,2015-01-05 13:17:57,10,No
2015-01-05 13:15:09,8223766404305060864,2015-01-05 13:16:43,4,No
2015-01-05 13:17:48,4765506113115718656,2015-01-05 13:17:54,1,No
2015-01-05 13:20:20,2636902722623567872,2015-01-05 13:20:37,1,No
2015-01-05 13:19:56,9054995799544254464,2015-01-05 13:22:25,4,No
2015-01-05 13:19:55,6176796443262451712,n/a,2,No
2015-01-05 13:20:21,2542030133897208832,2015-01-05 13:23:42,2,No
2015-01-05 13:20:31,7106685315353879552,2015-01-05 13:21:57,9,No
2015-01-05 13:20:33,8496897708707502080,2015-01-05 13:29:35,8,No
2015-01-05 13:21:06,5036100870804726784,2015-01-05 13:21:41,1,No
2015-01-05 13:21:19,3066987647540323328,2015-01-05 13:21:33,1,No
2015-01-05 13:22:16,352063987710083072,2015-01-05 13:26:53,8,No
2015-01-05 13:22:28,6274428738857670656,2015-01-05 13:22:31,1,No
2015-01-05 13:22:44,6540054041765473280,2015-01-05 13:26:32,6,No
2015-01-05 13:22:19,8459060726611558400,2015-01-05 13:22:19,1,No
2015-01-05 13:23:04,3110117107990735872,2015-01-05 13:26:26,9,No
2015-01-05 13:23:02,3795397584185527296,n/a,10,No
2015-01-05 13:22:52,294313809711943680,2015-01-05 13:24:03,2,No
2015-01-05 13:24:05,6026259104124248064,2015-01-05 13:26:11,1,No
2015-01-05 13:24:08,4616958760321356800,2015-01-05 13:27:14,3,No
2015-01-05 13:24:50,4100009931808919552,2015-01-05 13:28:48,10,No
2015-01-05 13:25:02,7650793445988458496,2015-01-05 13:28:20,5,No
2015-01-05 13:25:29,5161839429608715264,2015-01-05 13:30:44,5,No
2015-01-05 13:28:12,908869518368243712,2015-01-05 13:37:38,9,No
2015-01-05 13:28:35,5781987342158624768,2015-01-05 13:31:34,1,No
2015-01-05 13:29:44,1776924827810407424,2015-01-05 13:30:47,10,No
2015-01-05 13:30:15,8876532748563452928,n/a,10,No
2015-01-05 13:30:16,1020373230928035840,2015-01-05 13:30:29,1,No
2015-01-05 13:30:31,1972657624368627712,2015-01-05 13:30:38,1,No
2015-01-05 13:30:28,5907648710770890752,2015-01-05 13:30:32,1,No
2015-01-05 13:31:32,5480062542196423680,2015-01-05 13:31:52,1,No
2015-01-05 13:31:39,5523760898489713664,2015-01-05 13:33:04,1,No
2015-01-05 13:32:01,7110422847832453120,2015-01-05 13:34:14,6,No
2015-01-05 13:32:43,6518012886966967296,2015-01-05 13:35:21,6,No
2015-01-05 13:32:21,2745607672525674496,2015-01-05 13:32:22,1,No
2015-01-05 13:34:22,4503429423338746880,2015-01-05 13:34:32,1,No
2015-01-05 13:35:15,7394223957277350912,2015-01-05 13:38:33,7,No
2015-01-05 13:35:35,5690802383832147968,2015-01-05 13:35:53,1,No
2015-01-05 13:36:15,199312965290695680,2015-01-05 13:39:58,5,No
